CMPD_CHEMBLID,exp,smiles,inchi,selfies,exp_cat
CHEMBL1778648,-0.4,CCS(=O)(=O)c1ccc(c(C)c1)c2cc(ccc2O[C@H](C)C(=O)O)C(F)(F)F,"InChI=1S/C19H19F3O5S/c1-4-28(25,26)14-6-7-15(11(2)9-14)16-10-13(19(20,21)22)5-8-17(16)27-12(3)18(23)24/h5-10,12H,4H2,1-3H3,(H,23,24)/t12-/m1/s1",[C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch2][C][Branch1][C][C][=C][Ring1][#Branch1][C][=C][C][=Branch1][S][=C][C][=C][Ring1][=Branch1][O][C@H1][Branch1][C][C][C][=Branch1][C][=O][O][C][Branch1][C][F][Branch1][C][F][F],very small
CHEMBL1778635,-0.16,OC(=O)COc1ccc(cc1c2cc(ccc2F)C#N)C(F)(F)F,"InChI=1S/C16H9F4NO3/c17-13-3-1-9(7-21)5-11(13)12-6-10(16(18,19)20)2-4-14(12)24-8-15(22)23/h1-6H,8H2,(H,22,23)",[O][C][=Branch1][C][=O][C][O][C][=C][C][=C][Branch2][Ring1][C][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][#Branch1][=C][C][=C][Ring1][=Branch1][F][C][#N][C][Branch1][C][F][Branch1][C][F][F],small
CHEMBL1234354,2.2,COc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N([C@@H]4CC[C@H](CC4)OCCO)C2=O,"InChI=1S/C22H27N5O4/c1-13-17-11-18(14-3-8-19(30-2)24-12-14)21(29)27(20(17)26-22(23)25-13)15-4-6-16(7-5-15)31-10-9-28/h3,8,11-12,15-16,28H,4-7,9-10H2,1-2H3,(H2,23,25,26)/t15-,16-",[C][O][C][=C][C][=C][Branch1][Branch1][C][=N][Ring1][=Branch1][C][=C][C][=C][Branch1][C][C][N][=C][Branch1][C][N][N][=C][Ring1][Branch2][N][Branch1][#C][C@@H1][C][C][C@H1][Branch1][Branch1][C][C][Ring1][=Branch1][O][C][C][O][C][Ring2][Ring1][=Branch1][=O],large
CHEMBL1550278,3.4,CC(Nc1ncnc2ccccc12)c3ccccc3,"InChI=1S/C16H15N3/c1-12(13-7-3-2-4-8-13)19-16-14-9-5-6-10-15(14)17-11-18-16/h2-12H,1H3,(H,17,18,19)",[C][C][Branch1][S][N][C][=N][C][=N][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],very large
CHEMBL1096,1.1,CC(C)c1ccc2Oc3nc(N)c(cc3C(=O)c2c1)C(=O)O,"InChI=1S/C16H14N2O4/c1-7(2)8-3-4-12-9(5-8)13(19)10-6-11(16(20)21)14(17)18-15(10)22-12/h3-7H,1-2H3,(H2,17,18)(H,20,21)",[C][C][Branch1][C][C][C][=C][C][=C][O][C][=N][C][Branch1][C][N][=C][Branch1][#C][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][Ring1][N][=C][Ring1][S][C][=Branch1][C][=O][O],medium
CHEMBL1807822,2.28,O[C@@H](CNCCCOCCOCCc1cccc2ccccc12)c3ccc(O)c4NC(=O)Sc34,"InChI=1S/C26H30N2O5S/c29-22-10-9-21(25-24(22)28-26(31)34-25)23(30)17-27-12-4-13-32-15-16-33-14-11-19-7-3-6-18-5-1-2-8-20(18)19/h1-3,5-10,23,27,29-30H,4,11-17H2,(H,28,31)/t23-/m0/s1",[O][C@@H1][Branch2][Ring1][#Branch2][C][N][C][C][C][O][C][C][O][C][C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=C][C][=C][Branch1][C][O][C][N][C][=Branch1][C][=O][S][C][Ring1][O][=Ring1][=Branch1],large
CHEMBL1310086,3.47,COc1ccccc1Cn2c(C)nc3ccccc23,"InChI=1S/C16H16N2O/c1-12-17-14-8-4-5-9-15(14)18(12)11-13-7-3-6-10-16(13)19-2/h3-10H,11H2,1-2H3",[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][Branch1][C][C][=N][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],very large
CHEMBL373364,3.0,OC(=O)c1ccc(NC(=O)c2cc(OCc3ccccc3F)cc(OCc4ccccc4F)c2)nc1,"InChI=1S/C27H20F2N2O5/c28-23-7-3-1-5-18(23)15-35-21-11-20(26(32)31-25-10-9-17(14-30-25)27(33)34)12-22(13-21)36-16-19-6-2-4-8-24(19)29/h1-14H,15-16H2,(H,33,34)(H,30,31,32)",[O][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][=Branch2][N][C][=Branch1][C][=O][C][=C][C][Branch1][N][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][F][=C][C][Branch1][N][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][F][=C][Ring2][Ring1][Branch2][N][=C][Ring2][Ring1][P],large
CHEMBL484901,-1.17,NC(Cc1c[nH]c2ccccc12)C(=O)O,"InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)",[N][C][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][O],very small
CHEMBL1233652,1.95,OC(=O)CCC[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4cc(F)ccc4[nH]3,"InChI=1S/C22H21FN2O3/c23-15-8-9-18-14(10-15)12-20(24-18)22(28)25-19-11-13-4-1-2-5-16(13)17(19)6-3-7-21(26)27/h1-2,4-5,8-10,12,17,19,24H,3,6-7,11H2,(H,25,28)(H,26,27)/t17-,19-/m1/s1",[O][C][=Branch1][C][=O][C][C][C][C@H1][C@@H1][Branch1][N][C][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][NH1][Ring1][#Branch2],medium
CHEMBL2059196,-0.99,CCNC(=O)c1cc2c(c(cnc2[nH]1)c3cncc(c3)C(=O)O)n4ccc(n4)C(F)(F)F,"InChI=1S/C20H15F3N6O3/c1-2-25-18(30)14-6-12-16(29-4-3-15(28-29)20(21,22)23)13(9-26-17(12)27-14)10-5-11(19(31)32)8-24-7-10/h3-9H,2H2,1H3,(H,25,30)(H,26,27)(H,31,32)",[C][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][O][C][=Branch1][=Branch2][=C][N][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][C][=C][N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][N][C][=C][C][=Branch1][Ring2][=N][Ring1][Branch1][C][Branch1][C][F][Branch1][C][F][F],very small
CHEMBL1934414,2.0,C[C@H](NC(=O)c1c(C)nn(C2CCCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,"InChI=1S/C23H34N4O3S/c1-15-11-13-19(14-12-15)31(29,30)26-21-20(22(28)24-17(3)23(4,5)6)16(2)25-27(21)18-9-7-8-10-18/h11-14,17-18,26H,7-10H2,1-6H3,(H,24,28)/t17-/m0/s1",[C][C@H1][Branch2][Ring2][N][N][C][=Branch1][C][=O][C][C][Branch1][C][C][=N][N][Branch1][Branch2][C][C][C][C][C][Ring1][Branch1][C][=Ring1][O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][Branch1][C][C][Branch1][C][C][C],medium
CHEMBL1415894,3.8,N(c1ccccc1)c2cc(Nc3ccccc3)[nH]n2,"InChI=1S/C15H14N4/c1-3-7-12(8-4-1)16-14-11-15(19-18-14)17-13-9-5-2-6-10-13/h1-11H,(H3,16,17,18,19)",[N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][N][=Ring1][N],very large
CHEMBL2335875,3.21,COCCNC(=O)c1cccc(Nc2ncc3cc(ccc3n2)c4ccncc4)c1,"InChI=1S/C23H21N5O2/c1-30-12-11-25-22(29)18-3-2-4-20(14-18)27-23-26-15-19-13-17(5-6-21(19)28-23)16-7-9-24-10-8-16/h2-10,13-15H,11-12H2,1H3,(H,25,29)(H,26,27,28)",[C][O][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch2][Ring1][#Branch2][N][C][=N][C][=C][C][=C][Branch1][=Branch2][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][=C][Ring2][Ring1][#Branch1],large
CHEMBL1916269,0.36,CCC(CC)NC(=O)c1cnn(C)c1NS(=O)(=O)c2ccc(C)cc2,"InChI=1S/C17H24N4O3S/c1-5-13(6-2)19-17(22)15-11-18-21(4)16(15)20-25(23,24)14-9-7-12(3)8-10-14/h7-11,13,20H,5-6H2,1-4H3,(H,19,22)",[C][C][C][Branch1][Ring1][C][C][N][C][=Branch1][C][=O][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1],small
CHEMBL1224139,2.14,NC(=O)c1cc(F)cc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,"InChI=1S/C21H23FN2O2/c22-16-8-15(21(23)25)9-19(10-16)26-20-11-17-6-7-18(12-20)24(17)13-14-4-2-1-3-5-14/h1-5,8-10,17-18,20H,6-7,11-13H2,(H2,23,25)/t17-,18+,20+",[N][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][C][Branch2][Ring1][=Branch2][O][C@H1][C][C@H1][C][C][C@@H1][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring2][Ring1][#Branch1],large
CHEMBL1082812,1.71,O=C1NC(=NC(=C1C#N)c2ccccc2)SCCc3ccccc3,"InChI=1S/C19H15N3OS/c20-13-16-17(15-9-5-2-6-10-15)21-19(22-18(16)23)24-12-11-14-7-3-1-4-8-14/h1-10H,11-12H2,(H,21,22,23)",[O][=C][N][C][=Branch2][Ring1][C][=N][C][=Branch1][=Branch1][=C][Ring1][=Branch1][C][#N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],medium
CHEMBL12980,1.19,OC(C(=O)OC1CN2CCC1CC2)(c3ccccc3)c4ccccc4,"InChI=1S/C21H23NO3/c23-20(25-19-15-22-13-11-16(19)12-14-22)21(24,17-7-3-1-4-8-17)18-9-5-2-6-10-18/h1-10,16,19,24H,11-15H2",[O][C][Branch2][Ring1][C][C][=Branch1][C][=O][O][C][C][N][C][C][C][Ring1][=Branch1][C][C][Ring1][=Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],medium
CHEMBL1412343,2.7,Cc1ccccc1NC(=O)CCS(=O)(=O)c2ccc(Br)s2,"InChI=1S/C14H14BrNO3S2/c1-10-4-2-3-5-11(10)16-13(17)8-9-21(18,19)14-7-6-12(15)20-14/h2-7H,8-9H2,1H3,(H,16,17)",[C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Br][S][Ring1][=Branch1],large
CHEMBL453862,2.77,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)C(=O)N(C)C)ncc2F,"InChI=1S/C20H23FN6O/c1-12(2)27-13(3)22-11-17(27)18-16(21)10-23-20(25-18)24-15-8-6-14(7-9-15)19(28)26(4)5/h6-12H,1-5H3,(H,23,24,25)",[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=N][C][Branch2][Ring1][Branch1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][C][C][C][=N][C][=C][Ring2][Ring1][C][F],large
CHEMBL296572,3.8,COc1cccc(c1)c2c[nH]c(n2)c3ccccc3,"InChI=1S/C16H14N2O/c1-19-14-9-5-8-13(10-14)15-11-17-16(18-15)12-6-3-2-4-7-12/h2-11H,1H3,(H,17,18)",[C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][NH1][C][=Branch1][Ring2][=N][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],very large
CHEMBL239513,2.87,O=C(COc1ccccc1)c2ccccc2,"InChI=1S/C14H12O2/c15-14(12-7-3-1-4-8-12)11-16-13-9-5-2-6-10-13/h1-10H,11H2",[O][=C][Branch1][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],large
CHEMBL479445,1.91,COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1NCCN(C)C,"InChI=1S/C21H23F2N5O2/c1-28(2)7-6-25-18-9-13-17(10-19(18)30-3)26-11-14(21(24)29)20(13)27-16-5-4-12(22)8-15(16)23/h4-5,8-11,25H,6-7H2,1-3H3,(H2,24,29)(H,26,27)",[C][O][C][=C][C][=N][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][=C][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F][=C][Ring2][Ring1][C][C][=C][Ring2][Ring1][=Branch1][N][C][C][N][Branch1][C][C][C],medium
CHEMBL2152917,3.4,CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCC(C)C)cc3C24N=C(C)C(=N4)N,"InChI=1S/C22H31N3O2/c1-14(2)13-27-18-6-5-16-12-21(9-7-17(26-4)8-10-21)22(19(16)11-18)24-15(3)20(23)25-22/h5-6,11,14,17H,7-10,12-13H2,1-4H3,(H2,23,25)/t17-,21-,22?",[C][O][C@@H1][C][C][C@@][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][=C][C][=C][Branch1][Branch2][O][C][C][Branch1][C][C][C][C][=C][Ring1][O][C][Ring1][S][N][=C][Branch1][C][C][C][=Branch1][Ring2][=N][Ring1][=Branch1][N],very large
CHEMBL299672,3.13,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCCC4,"InChI=1S/C22H24ClFN4O2/c1-29-20-13-19-16(12-21(20)30-10-4-9-28-7-2-3-8-28)22(26-14-25-19)27-15-5-6-18(24)17(23)11-15/h5-6,11-14H,2-4,7-10H2,1H3,(H,25,26,27)",[C][O][C][=C][C][=N][C][=N][C][Branch1][S][N][C][=C][C][=C][Branch1][C][F][C][Branch1][C][Cl][=C][Ring1][Branch2][=C][Ring1][#C][C][=C][Ring2][Ring1][Ring1][O][C][C][C][N][C][C][C][C][Ring1][Branch1],large
CHEMBL1682820,3.0,O=C1CCOc2cc(COc3ccccc3)ccc12,"InChI=1S/C16H14O3/c17-15-8-9-18-16-10-12(6-7-14(15)16)11-19-13-4-2-1-3-5-13/h1-7,10H,8-9,11H2",[O][=C][C][C][O][C][=C][C][Branch1][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring2][Ring1][C][Ring1][=C],large
CHEMBL247367,2.33,Clc1cccc2cn[nH]c12,"InChI=1S/C7H5ClN2/c8-6-3-1-2-5-4-9-10-7(5)6/h1-4H,(H,9,10)",[Cl][C][=C][C][=C][C][C][=N][NH1][C][Ring1][=Branch2][=Ring1][Branch1],large
CHEMBL2010834,2.8,CNC(=O)c1ccc(CC(=O)N(C)C2CCN(Cc3ccc(cc3)C(F)(F)F)CC2)cc1,"InChI=1S/C24H28F3N3O2/c1-28-23(32)19-7-3-17(4-8-19)15-22(31)29(2)21-11-13-30(14-12-21)16-18-5-9-20(10-6-18)24(25,26)27/h3-10,21H,11-16H2,1-2H3,(H,28,32)",[C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][Branch2][C][C][=Branch1][C][=O][N][Branch1][C][C][C][C][C][N][Branch2][Ring1][Ring2][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][C][Ring1][P][C][=C][Ring2][Ring1][N],large
CHEMBL1945293,-0.54,COCCNCc1ccc(CCNC[C@H](O)c2ccc(O)c3NC(=O)Sc23)cc1,"InChI=1S/C21H27N3O4S/c1-28-11-10-23-12-15-4-2-14(3-5-15)8-9-22-13-18(26)16-6-7-17(25)19-20(16)29-21(27)24-19/h2-7,18,22-23,25-26H,8-13H2,1H3,(H,24,27)/t18-/m0/s1",[C][O][C][C][N][C][C][=C][C][=C][Branch2][Ring1][N][C][C][N][C][C@H1][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][N][C][=Branch1][C][=O][S][C][Ring1][O][=Ring1][=Branch1][C][=C][Ring2][Ring1][#Branch1],very small
CHEMBL1652588,3.16,Cn1cncc1c2c3C(=O)N(CC#C)C(=O)N(CC4CC4)c3nn2Cc5ccnc6ccc(Cl)cc56,"InChI=1S/C26H22ClN7O2/c1-3-10-32-25(35)22-23(21-12-28-15-31(21)2)34(30-24(22)33(26(32)36)13-16-4-5-16)14-17-8-9-29-20-7-6-18(27)11-19(17)20/h1,6-9,11-12,15-16H,4-5,10,13-14H2,2H3",[C][N][C][=N][C][=C][Ring1][Branch1][C][=C][C][=Branch1][C][=O][N][Branch1][Ring2][C][C][#C][C][=Branch1][C][=O][N][Branch1][#Branch1][C][C][C][C][Ring1][Ring1][C][Ring1][#C][=N][N][Ring2][Ring1][C][C][C][=C][C][=N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][O][Ring1][#Branch1],large
CHEMBL190812,2.91,C[C@H](NC(=O)c1cccnc1Oc2ccccc2)c3ccccc3,"InChI=1S/C20H18N2O2/c1-15(16-9-4-2-5-10-16)22-19(23)18-13-8-14-21-20(18)24-17-11-6-3-7-12-17/h2-15H,1H3,(H,22,23)/t15-/m0/s1",[C][C@H1][Branch2][Ring1][#Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],large
CHEMBL235392,1.55,Clc1ccc(CN2CC3CNCC(C2)O3)cc1C(=O)NCC45CC6CC(CC(C6)C4)C5,"InChI=1S/C25H34ClN3O2/c26-23-2-1-16(12-29-13-20-10-27-11-21(14-29)31-20)6-22(23)24(30)28-15-25-7-17-3-18(8-25)5-19(4-17)9-25/h1-2,6,17-21,27H,3-5,7-15H2,(H,28,30)",[Cl][C][=C][C][=C][Branch1][P][C][N][C][C][C][N][C][C][Branch1][Ring2][C][Ring1][Branch2][O][Ring1][#Branch1][C][=C][Ring1][S][C][=Branch1][C][=O][N][C][C][C][C][C][C][Branch1][O][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2],medium
CHEMBL62193,0.2,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,"InChI=1S/C12H14N4O4S/c1-19-11-7-10(14-12(15-11)20-2)16-21(17,18)9-5-3-8(13)4-6-9/h3-7H,13H2,1-2H3,(H,14,15,16)",[C][O][C][=C][C][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=N][C][Branch1][Ring1][O][C][=N][Ring2][Ring1][Ring1],small
CHEMBL1784338,1.43,Cc1cc(CCC2CCN(CC2)S(=O)(=O)CC3(CCOCC3)N(O)C=O)c(C)cn1,"InChI=1S/C21H33N3O5S/c1-17-14-22-18(2)13-20(17)4-3-19-5-9-23(10-6-19)30(27,28)15-21(24(26)16-25)7-11-29-12-8-21/h13-14,16,19,26H,3-12,15H2,1-2H3",[C][C][=C][C][Branch2][Ring2][Branch1][C][C][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch1][Branch2][C][C][O][C][C][Ring1][=Branch1][N][Branch1][C][O][C][=O][=C][Branch1][C][C][C][=N][Ring2][Ring1][=N],medium
CHEMBL1650698,2.47,C[C@H](Nc1ncc(F)c(Nc2cc([nH]n2)C3CC3)n1)c4ncc(F)cn4,"InChI=1S/C16H16F2N8/c1-8(14-19-5-10(17)6-20-14)22-16-21-7-11(18)15(24-16)23-13-4-12(25-26-13)9-2-3-9/h4-9H,2-3H2,1H3,(H3,21,22,23,24,25,26)/t8-/m0/s1",[C][C@H1][Branch2][Ring1][=C][N][C][=N][C][=C][Branch1][C][F][C][Branch1][S][N][C][C][=C][Branch1][Branch1][NH1][N][=Ring1][Branch1][C][C][C][Ring1][Ring1][=N][Ring1][S][C][=N][C][=C][Branch1][C][F][C][=N][Ring1][#Branch1],large
CHEMBL2062583,2.48,CC(=O)Nc1ccc2c(c1)c(cn2CCCO)c3cc(NC4CC4)n5ncc(C#N)c5n3,"InChI=1S/C23H23N7O2/c1-14(32)26-17-5-6-21-18(9-17)19(13-29(21)7-2-8-31)20-10-22(27-16-3-4-16)30-23(28-20)15(11-24)12-25-30/h5-6,9-10,12-13,16,27,31H,2-4,7-8H2,1H3,(H,26,32)",[C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][=Branch2][=C][N][Ring1][=Branch1][C][C][C][O][C][C][=C][Branch1][#Branch1][N][C][C][C][Ring1][Ring1][N][N][=C][C][Branch1][Ring1][C][#N][=C][Ring1][#Branch1][N][=Ring1][#C],large
CHEMBL4,-0.45,CC1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O,"InChI=1S/C18H20FN3O4/c1-10-9-26-17-14-11(16(23)12(18(24)25)8-22(10)14)7-13(19)15(17)21-5-3-20(2)4-6-21/h7-8,10H,3-6,9H2,1-2H3,(H,24,25)",[C][C][C][O][C][=C][Branch1][N][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][C][Branch1][C][F][=C][C][C][=Branch1][C][=O][C][=Branch1][N][=C][N][Ring2][Ring1][Branch1][C][Ring2][Ring1][Ring1][=Ring1][#Branch1][C][=Branch1][C][=O][O],very small
CHEMBL2158534,2.0,CC1(CC1)c2nc(ncc2C(=O)N[C@@H]3C4CC5CC3C[C@@](O)(C5)C4)N6CCOCC6,"InChI=1S/C23H32N4O3/c1-22(2-3-22)19-17(13-24-21(26-19)27-4-6-30-7-5-27)20(28)25-18-15-8-14-9-16(18)12-23(29,10-14)11-15/h13-16,18,29H,2-12H2,1H3,(H,25,28)/t14?,15?,16?,18-,23-",[C][C][Branch1][Branch1][C][C][Ring1][Ring1][C][=N][C][=Branch2][Ring1][S][=N][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][C][C][C][C][C][Ring1][=Branch1][C][C@@][Branch1][C][O][Branch1][Ring2][C][Ring1][#Branch1][C][Ring1][#Branch2][N][C][C][O][C][C][Ring1][=Branch1],medium
CHEMBL492234,2.6,COC(=O)c1ccc(C)c(NS(=O)(=O)c2ccc3N(C)SC(=O)c3c2)c1,"InChI=1S/C17H16N2O5S2/c1-10-4-5-11(16(20)24-3)8-14(10)18-26(22,23)12-6-7-15-13(9-12)17(21)25-19(15)2/h4-9,18H,1-3H3",[C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][Branch2][Ring1][N][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][N][Branch1][C][C][S][C][=Branch1][C][=O][C][Ring1][#Branch1][=C][Ring1][O][=C][Ring2][Ring1][=Branch1],large
CHEMBL131921,3.5,COc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,"InChI=1S/C16H12O5/c1-20-11-4-2-9(3-5-11)12-8-21-14-7-10(17)6-13(18)15(14)16(12)19/h2-8,17-18H,1H3",[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][O][C][=C][C][Branch1][C][O][=C][C][Branch1][C][O][=C][Ring1][Branch2][C][Ring1][N][=O],very large
CHEMBL21731,0.89,CNCCCC12CCC(c3ccccc13)c4ccccc24,"InChI=1S/C20H23N/c1-21-14-6-12-20-13-11-15(16-7-2-4-9-18(16)20)17-8-3-5-10-19(17)20/h2-5,7-10,15,21H,6,11-14H2,1H3",[C][N][C][C][C][C][C][C][C][Branch1][O][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][S][Ring1][=Branch1],small
CHEMBL346528,1.3,Oc1cc(nc2ccnn12)c3ccccc3,"InChI=1S/C12H9N3O/c16-12-8-10(9-4-2-1-3-5-9)14-11-6-7-13-15(11)12/h1-8,16H",[O][C][=C][C][=Branch1][O][=N][C][=C][C][=N][N][Ring1][=Branch2][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],medium
CHEMBL133501,2.01,Fc1cc(cc(F)c1C2=CCN(CC2)C=O)N3C[C@H](COc4ccon4)OC3=O,"InChI=1S/C19H17F2N3O5/c20-15-7-13(8-16(21)18(15)12-1-4-23(11-25)5-2-12)24-9-14(29-19(24)26)10-27-17-3-6-28-22-17/h1,3,6-8,11,14H,2,4-5,9-10H2/t14-/m1/s1",[F][C][=C][C][=Branch2][Ring1][Branch1][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][=C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=O][N][C][C@H1][Branch1][#Branch2][C][O][C][C][=C][O][N][=Ring1][Branch1][O][C][Ring1][N][=O],medium
CHEMBL2087854,3.59,CC(C#C)N1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c3C1=O)c6cncn6C,"InChI=1S/C27H24ClN7O2/c1-4-16(2)35-26(36)23-24(22-12-29-15-32(22)3)34(31-25(23)33(27(35)37)13-17-5-6-17)14-18-9-10-30-21-8-7-19(28)11-20(18)21/h1,7-12,15-17H,5-6,13-14H2,2-3H3",[C][C][Branch1][Ring1][C][#C][N][C][=Branch1][C][=O][N][Branch1][#Branch1][C][C][C][C][Ring1][Ring1][C][=N][N][Branch2][Ring1][Ring1][C][C][=C][C][=N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][O][Ring1][#Branch1][C][=Branch1][=Branch2][=C][Ring1][P][C][Ring2][Ring1][#Branch2][=O][C][=C][N][=C][N][Ring1][Branch1][C],very large
CHEMBL1689126,0.18,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc3ccccc3,"InChI=1S/C22H25ClN2O4/c1-16-13-24(9-10-25(16)21(26)11-17-5-3-2-4-6-17)14-18-12-19(23)7-8-20(18)29-15-22(27)28/h2-8,12,16H,9-11,13-15H2,1H3,(H,27,28)/t16-/m0/s1",[C][C@H1][C][N][Branch2][Ring1][Ring2][C][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][O][C][C][=Branch1][C][=O][O][C][C][N][Ring2][Ring1][Ring1][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],small
